答案	題號	題目	year	qtype	uid	Status	Content type	Error Cause	gpt_response	answerletter	reasoning	confidence_answer_likert	classification	confidence_classification_likert	polarity	confidence_polarity_likert	vignette	confidence_vignette_likert	isCorrect	answerletter___img	reasoning___img	picture_decription	picture_helpful	why_picture_helpful	image_type_correct	image_content_correct	image_content_helpful	answerletter_without_picture	confidence_answer_without_picture_likert	isCorrect_image	isCorrect_image_noimg	uid___img	isHigher	isNegative	isClinical	isImage	isImageHelpful	mergedCorrect	mergedConfidence	ECG	Clinical	US	CXR	Plainfilm	CT	OtherImg	CntImg
D	86	"35 歲健康男性，每天至健身房積極訓練 1 個半小時，連續 2 天後全身肌肉痠痛無力，尿液顏色變「可樂」顏色，診斷為橫紋肌溶解症，下列何者較適當？
（Ａ）病人在疾病早期會有低血磷的情形。
（Ｂ）病人因為全身肌肉痠痛及發炎的狀況給予 NSAID 止痛及抗發炎。
（Ｃ）到院前應立刻給予含乳酸輸液（Lactate Ringer）。
（Ｄ）無前瞻性研究證實給予 sodium bicarbonate 鹼化尿液對預後有幫助。"	109	text	109_086	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""The patient is diagnosed with rhabdomyolysis, a condition characterized by muscle breakdown and release of myoglobin into the bloodstream, which can lead to kidney damage. The dark 'cola' colored urine is a common symptom. While hydration is the mainstay of treatment, there is no prospective study confirming that alkalinization of urine with sodium bicarbonate improves prognosis."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	D	"The patient is diagnosed with rhabdomyolysis, a condition characterized by muscle breakdown and release of myoglobin into the bloodstream, which can lead to kidney damage. The dark 'cola' colored urine is a common symptom. While hydration is the mainstay of treatment, there is no prospective study confirming that alkalinization of urine with sodium bicarbonate improves prognosis."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
D	87	"運用床邊休克快速超音波掃描（Rapid Ultrasound in Shock, RUSH protocol），鑑別診斷不明原因休克，下列步驟順序何者較適當？
（Ａ）下腔靜脈→主動脈→心臟→腹腔內（Morison’s Pouch, EFAST） →
肺部。
（Ｂ）心臟→主動脈→下腔靜脈→腹腔內（Morison’s Pouch, EFAST） →
肺部。
（Ｃ）主動脈→心臟→下腔靜脈→腹腔內（Morison’s Pouch, EFAST） →
肺部。
（Ｄ）心臟→下腔靜脈→腹腔內（Morison’s Pouch, EFAST）→主動脈→肺部。"	109	text	109_087	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""The Rapid Ultrasound in Shock (RUSH) protocol is a systematic approach to the use of point of care ultrasound (POCUS) for the evaluation of the shock patient. It is broken down into three major components: the pump, the tank, and the pipes. The pump refers to the heart, the tank refers to the IVC and the abdominal and thoracic cavities, and the pipes refer to the aorta and the pulmonary arteries. The correct sequence of evaluation in RUSH protocol is: Heart → Aorta → Inferior vena cava → Abdominal cavity (Morison’s Pouch, EFAST) → Lungs."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	B	"The Rapid Ultrasound in Shock (RUSH) protocol is a systematic approach to the use of point of care ultrasound (POCUS) for the evaluation of the shock patient. It is broken down into three major components: the pump, the tank, and the pipes. The pump refers to the heart, the tank refers to the IVC and the abdominal and thoracic cavities, and the pipes refer to the aorta and the pulmonary arteries. The correct sequence of evaluation in RUSH protocol is: Heart → Aorta → Inferior vena cava → Abdominal cavity (Morison’s Pouch, EFAST) → Lungs."	5	Higher	5	Positive	5	Without Vignette	5	0														1	0	0	0	9	0	5	0	0	0	0	0	0	0	0
D	88	"36 歲全身酒氣的中年男性因為家暴被 EMT 與警方送入急診，太太表示病人長期酗酒，EMT 描述現場有攻擊行為，所以已經被約束。你快速檢查瞳孔與手腳肌力沒有異常，頭部沒有明顯外傷。下列何種處置較適當？
（Ａ）Olanzapine 5 mg + Lorazepam 1 mg 肌肉注射。
（Ｂ）Haloperidal 10 mg 靜脈注射。
（Ｃ）Lorazepam 對此類病人會產生過度鎮靜，不建議使用。
（Ｄ）若病人願意，可以給予Olanzapine 速溶錠 5 mg 口服。"	109	text	109_088	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""The patient is a chronic alcoholic with aggressive behavior. The combination of Olanzapine and Lorazepam is often used to manage acute agitation in alcohol withdrawal. Olanzapine is an atypical antipsychotic that can help control aggressive behavior, and Lorazepam is a benzodiazepine that can help manage symptoms of alcohol withdrawal. This combination can be given intramuscularly for rapid effect."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	A	"The patient is a chronic alcoholic with aggressive behavior. The combination of Olanzapine and Lorazepam is often used to manage acute agitation in alcohol withdrawal. Olanzapine is an atypical antipsychotic that can help control aggressive behavior, and Lorazepam is a benzodiazepine that can help manage symptoms of alcohol withdrawal. This combination can be given intramuscularly for rapid effect."	5	Higher	5	Positive	5	With Vignette	5	0														1	0	1	0	9	0	5	0	0	0	0	0	0	0	0
D	89	"21 歲男性，主述間歇性發燒和喉嚨痛 14 天。病人有多位性伴侶。身體診察發現上唇有數個小水泡，口腔黏膜有多處潰瘍，雙側扁桃腺腫併有白色分泌物，頸部淋巴節疼痛，肝臟輕微腫大，身上沒有皮膚疹。哪一種病原體是最有可能引發上述症狀？
（Ａ）HIV。
（Ｂ）Cytomegalovirus。
（Ｃ）Epstein-Barr virus。
（Ｄ）Herpes simplex virus。"	109	text	109_089	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""The patient's symptoms of intermittent fever, sore throat, oral ulcers, enlarged tonsils with white discharge, painful cervical lymph nodes, and slight liver enlargement are indicative of infectious mononucleosis, which is most commonly caused by the Epstein-Barr virus."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	C	"The patient's symptoms of intermittent fever, sore throat, oral ulcers, enlarged tonsils with white discharge, painful cervical lymph nodes, and slight liver enlargement are indicative of infectious mononucleosis, which is most commonly caused by the Epstein-Barr virus."	5	Higher	5	Positive	5	With Vignette	5	0														1	0	1	0	9	0	5	0	0	0	0	0	0	0	0
A	90	"如脊椎骨折會影響呼吸及橫膈膜，當懷疑哪一節（含）以上損傷需要使用進階呼吸道？
（Ａ）C5。
（Ｂ）C6。
（Ｃ）C7。
（Ｄ）T1。"	109	text	109_090	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""The phrenic nerve, which controls the diaphragm and hence affects breathing, originates from the C3, C4, and C5 roots of the spinal cord. Therefore, a spinal cord injury at or above the C5 level can affect breathing and necessitate advanced airway management."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	A	"The phrenic nerve, which controls the diaphragm and hence affects breathing, originates from the C3, C4, and C5 roots of the spinal cord. Therefore, a spinal cord injury at or above the C5 level can affect breathing and necessitate advanced airway management."	5	Higher	5	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	5	0	0	0	0	0	0	0	0
A	91	"有關腹膜透析相關的腹膜炎（PD-related peritonitis）之敘述，何者較不適當？
（Ａ）腹水的cell count 通常大於 500 WBC/μL 合併大於 50％ PMN。
（Ｂ）常見致病菌為 S. epidermidis，S. aureus，Streptococcus species 和
gram-negative bacteria。
（Ｃ）常見的症狀是腹痛，有時也可能合併發燒。
（Ｄ）抗生素優先使用腹膜內給予第一代Cephalosporin 加上
Gentamycin。"	109	text	109_091	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""The first-line treatment for peritoneal dialysis-related peritonitis is usually a combination of intraperitoneal vancomycin (or first-generation cephalosporin) and an aminoglycoside, not first-generation cephalosporin and gentamycin. Gentamycin is not typically used due to its potential for nephrotoxicity."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	D	"The first-line treatment for peritoneal dialysis-related peritonitis is usually a combination of intraperitoneal vancomycin (or first-generation cephalosporin) and an aminoglycoside, not first-generation cephalosporin and gentamycin. Gentamycin is not typically used due to its potential for nephrotoxicity."	5	Higher	5	Negative	5	Without Vignette	5	0														1	1	0	0	9	0	5	0	0	0	0	0	0	0	0
B	92	"65 歲女性，因下背痛與右小腿外側疼痛兩天至急診，下列敘述何者較適當？
（Ａ）疑似椎間盤突出，確定診斷應安排相關部位電腦斷層檢查。
（Ｂ）懷疑坐骨神經痛，若無其他嚴重疾病風險，急診不需做診斷性檢查。
（Ｃ）類固醇治療椎間盤突出，能改善神經功能，但不能降低需進行手術的可能性。
（Ｄ）應建議病人臥床休息 2 週，避免持續性日常活動，以減少疼痛症狀。"	109	text	109_092	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""The patient's symptoms of lower back pain and pain on the outer side of the right calf are suggestive of sciatica. In the emergency department, diagnostic tests are not necessary if there are no other risks of serious diseases. The other options are less appropriate or incorrect for the situation described. Option A suggests a CT scan for suspected disc herniation, which is not the first-line diagnostic tool. Option C talks about steroid treatment for disc herniation, which is not directly related to the immediate management in the emergency department. Option D suggests bed rest for 2 weeks, which is outdated advice as current guidelines recommend staying active."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	B	"The patient's symptoms of lower back pain and pain on the outer side of the right calf are suggestive of sciatica. In the emergency department, diagnostic tests are not necessary if there are no other risks of serious diseases. The other options are less appropriate or incorrect for the situation described. Option A suggests a CT scan for suspected disc herniation, which is not the first-line diagnostic tool. Option C talks about steroid treatment for disc herniation, which is not directly related to the immediate management in the emergency department. Option D suggests bed rest for 2 weeks, which is outdated advice as current guidelines recommend staying active."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
A	93	"下列哪一種抗癲癇口服藥物過量時，最需要進行心電圖監測？
（Ａ）Carbamazepine。
（Ｂ）Levetiracetam。
（Ｃ）Phenytoin。
（Ｄ）Valproic acid。"	109	text	109_093	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""Carbamazepine overdose can lead to serious cardiac complications, including arrhythmias. Therefore, it is crucial to monitor the patient's electrocardiogram (ECG) in case of an overdose."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	A	"Carbamazepine overdose can lead to serious cardiac complications, including arrhythmias. Therefore, it is crucial to monitor the patient's electrocardiogram (ECG) in case of an overdose."	5	Higher	5	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	5	0	0	0	0	0	0	0	0
A	94	"4 歲男童，咳嗽有狗吠聲，發燒 2 天，昨天已於急診使用腎上腺素
（Epinephrine）蒸氣治療未改善。今日被發現聲音沙啞，進展性呼吸困 難，身體診察發現吸氣和吐氣都有喘鳴聲（stridor），意識嗜睡，臉部發紺，呼吸使用輔助呼吸肌，微血管回充時間為 2 秒，下列何者為最可能診斷？
（Ａ）細菌性氣管炎（bacterial tracheitis）。
（Ｂ）哮吼（croup）。
（Ｃ）會厭炎（epiglottitis）。
（Ｄ）後咽部膿瘍（retropharyngeal abscess）。"	109	text	109_094	200	application/json		"{
""answerletter"": ""A"",
""reasoning"": ""The child's symptoms of a barking cough, fever, hoarseness, progressive respiratory distress, stridor on both inhalation and exhalation, lethargy, cyanosis, use of accessory muscles for breathing, and a capillary refill time of 2 seconds are indicative of bacterial tracheitis. This condition is a severe bacterial infection of the trachea that can cause life-threatening airway obstruction. It is typically characterized by a high fever and a rapidly worsening course, which is consistent with the child's presentation. The lack of improvement after treatment with epinephrine also suggests a diagnosis other than croup, which usually responds to this treatment."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	A	"The child's symptoms of a barking cough, fever, hoarseness, progressive respiratory distress, stridor on both inhalation and exhalation, lethargy, cyanosis, use of accessory muscles for breathing, and a capillary refill time of 2 seconds are indicative of bacterial tracheitis. This condition is a severe bacterial infection of the trachea that can cause life-threatening airway obstruction. It is typically characterized by a high fever and a rapidly worsening course, which is consistent with the child's presentation. The lack of improvement after treatment with epinephrine also suggests a diagnosis other than croup, which usually responds to this treatment."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
B	95	"關於精神躁動（agitation）之處置何者較適當？
（Ａ）安非他命中毒引起之精神躁動應投與 5-10mg Olanzapine。
（Ｂ）酒精中毒病人引起之精神躁動應投與 2-10mg Haloperidol。
（Ｃ）酒精戒斷徵候群之病人應投與 2mg Risperidone。
（Ｄ）複雜且難以區分之精神躁動病人不應投與藥物治療。"	109	text	109_095	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""Haloperidol is a common medication used to manage agitation in patients with alcohol intoxication. It is an antipsychotic medication that can help reduce symptoms of agitation. The other options are not as appropriate. Olanzapine is not typically used for agitation caused by amphetamine intoxication. Risperidone is not the first-line treatment for alcohol withdrawal syndrome. And it is not appropriate to withhold medication from a patient with severe agitation that is difficult to distinguish."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	B	Haloperidol is a common medication used to manage agitation in patients with alcohol intoxication. It is an antipsychotic medication that can help reduce symptoms of agitation. The other options are not as appropriate. Olanzapine is not typically used for agitation caused by amphetamine intoxication. Risperidone is not the first-line treatment for alcohol withdrawal syndrome. And it is not appropriate to withhold medication from a patient with severe agitation that is difficult to distinguish.	5	Higher	5	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	5	0	0	0	0	0	0	0	0
B	96	"有關膽囊結石及其併發症之敘述，下列何者較適當？
（Ａ）腹部電腦斷層掃描診斷膽囊結石之敏感性（sensitivity）較超音波檢查高。
（Ｂ）非類固醇消炎止痛藥（NSAIDs）可作為膽絞痛發作時之首選止痛藥。
（Ｃ）檢驗C 反應蛋白（C-reactive protein）對診斷急性膽囊炎沒有幫助。
（Ｄ）超音波診斷膽囊炎，膽壁增厚及膽囊週圍積液的發現具有很高的特異性（specificity）。"	109	text	109_096	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""超音波診斷膽囊炎，膽壁增厚及膽囊週圍積液的發現具有很高的特異性（specificity）。This statement is correct because ultrasound is a highly specific diagnostic tool for cholecystitis. The findings of gallbladder wall thickening and pericholecystic fluid are highly specific for this condition."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	D	超音波診斷膽囊炎，膽壁增厚及膽囊週圍積液的發現具有很高的特異性（specificity）。This statement is correct because ultrasound is a highly specific diagnostic tool for cholecystitis. The findings of gallbladder wall thickening and pericholecystic fluid are highly specific for this condition.	5	Higher	5	Positive	5	Without Vignette	5	0														1	0	0	0	9	0	5	0	0	0	0	0	0	0	0
D	97	"45 歲女性，過去有氣喘病史，長期在胸腔內科門診追蹤，此次因呼吸喘
（dyspnea）至急診就醫。仔細詢問病人喘的狀況，病人表示連休息時都會喘，雖不至於喘到連字都說不出來，但會影響與人對話。有關病人的臨床處置，下列敘述何者較適當？
（Ａ）依據病人的症狀描述，預測其尖峰吐氣流速（peak expiratory flow, PEF）應為氣喘急性發作嚴重度的中等（moderate）程度。
（Ｂ）依據此病人的氣喘發作嚴重度，不太需要進行動脈血氣體分析。
（Ｃ）考慮使用長效型的β2 agonist 搭配 Ipratropium 吸入劑型，迅速讓支氣管擴張。
（Ｄ）依據此病人症狀，可以使用口服類固醇，越早使用可以降低病人住院的需要。"	109	text	109_097	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""The patient's symptoms indicate a severe asthma attack. Oral corticosteroids, such as prednisone, can be used to reduce inflammation in the airways. Early administration of these medications can help to control symptoms and may prevent the need for hospitalization."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	D	"The patient's symptoms indicate a severe asthma attack. Oral corticosteroids, such as prednisone, can be used to reduce inflammation in the airways. Early administration of these medications can help to control symptoms and may prevent the need for hospitalization."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
D	98	"36 歲女性，沒有運動習慣，報名馬拉松賽事。經過數週的練習後，走路和爬樓梯常會感到膝蓋前側疼痛。下列敘述何者較適當？
（Ａ）好發於股四頭肌的肌力不足，Q 角度（Q angle）小於 20 度的女性。
（Ｂ）症狀常為雙腳同時發生，且為漸進式的疼痛。
（Ｃ）若活動時感到膝蓋不適，應保持膝蓋彎曲休息。
（Ｄ）關節鏡手術可能會促使焦磷酸鈣（calcium pyrophosphate）釋放，造成嚴重的滑膜炎。"	109	text	109_098	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""The patient's symptoms are consistent with patellofemoral pain syndrome (PFPS), also known as runner's knee. This condition is common in individuals who suddenly increase their level of physical activity, such as this patient who has started training for a marathon. PFPS often presents as gradual onset pain in the front of the knee, which is exacerbated by activities that load the patellofemoral joint, such as walking and climbing stairs. It can occur in one or both knees."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	B	"The patient's symptoms are consistent with patellofemoral pain syndrome (PFPS), also known as runner's knee. This condition is common in individuals who suddenly increase their level of physical activity, such as this patient who has started training for a marathon. PFPS often presents as gradual onset pain in the front of the knee, which is exacerbated by activities that load the patellofemoral joint, such as walking and climbing stairs. It can occur in one or both knees."	5	Higher	5	Positive	5	With Vignette	5	0														1	0	1	0	9	0	5	0	0	0	0	0	0	0	0
C	99	"關於思覺失調症的診斷準則下列何者較適當？
（Ａ）必須要有兩項負性症狀（negative symptoms）。
（Ｂ）必須要有僵直行為。
（Ｃ）必須要有妄想、幻覺或胡言亂語其中一項。
（Ｄ）活躍期症狀伴隨鬱症發作。"	109	text	109_099	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""The diagnosis of schizophrenia requires the presence of at least one of the following symptoms: delusions, hallucinations, or disorganized speech. Rigidity and negative symptoms are not necessary for diagnosis, and active-phase symptoms do not necessarily accompany a depressive episode."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	C	"The diagnosis of schizophrenia requires the presence of at least one of the following symptoms: delusions, hallucinations, or disorganized speech. Rigidity and negative symptoms are not necessary for diagnosis, and active-phase symptoms do not necessarily accompany a depressive episode."	5	Higher	5	Positive	5	Without Vignette	5	1														1	0	0	0	9	1	5	0	0	0	0	0	0	0	0
D	100	"82 歲男性在安養機構出現注意力無法集中、情緒起伏較大和認知異常等症狀被送至急診，過去有失智症病史，下列敘述何者較適當？
（Ａ）應盡早提供病人舒適的隔離環境，由醫院派員戒護，減少因家屬接觸而刺激病人。
（Ｂ）若病人出現躁動情況，建議優先給予Benzodiazepines 類藥物，幫助緩解症狀。
（Ｃ）肢體約束建議盡早使用在躁動的病人身上，避免病人出現自傷的情形。
（Ｄ）憂鬱症病人之症狀可能和低活動性失智症相像，但憂鬱症病人症狀較少快速波動起伏。"	109	text	109_100	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""The patient's symptoms of fluctuating attention, emotional lability, and cognitive abnormalities are more consistent with delirium, which is common in elderly patients with dementia. Delirium can be distinguished from depression (option D) by its rapid fluctuation in symptoms. Options A, B, and C are not appropriate because they involve isolating the patient, using benzodiazepines (which can worsen delirium), and physical restraints (which should be a last resort)."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	D	"The patient's symptoms of fluctuating attention, emotional lability, and cognitive abnormalities are more consistent with delirium, which is common in elderly patients with dementia. Delirium can be distinguished from depression (option D) by its rapid fluctuation in symptoms. Options A, B, and C are not appropriate because they involve isolating the patient, using benzodiazepines (which can worsen delirium), and physical restraints (which should be a last resort)."	5	Higher	5	Positive	5	With Vignette	5	1														1	0	1	0	9	1	5	0	0	0	0	0	0	0	0
A	101	"下列何者為Ottawa knee rule 所列需要照 X 光片的條件？
（Ａ）Fibular head  壓痛。
（Ｂ）Tibial condyle  壓痛。
（Ｃ）年紀大於 65 歲。
（Ｄ）能否承載體重行走 2 步。"	109	text	109_101	200	application/json		"{
""answerletter"": ""C"",
""reasoning"": ""According to the Ottawa knee rules, an X-ray is required if the patient is older than 55 years old. Although the question states 65 years old, it is the closest option to the correct age in the Ottawa knee rules."", 
""confidence_answer_likert"": 4,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	C	"According to the Ottawa knee rules, an X-ray is required if the patient is older than 55 years old. Although the question states 65 years old, it is the closest option to the correct age in the Ottawa knee rules."	4	Higher	5	Positive	5	Without Vignette	5	0														1	0	0	0	9	0	4	0	0	0	0	0	0	0	0
D	102	"下列藥物當中，何者不能減少急性心肌梗塞之後的主要心臟不良事件
（major adverse cardiac events）的發生？
（Ａ） Aspirin and Clopidogrel。
（Ｂ） Bisoprolol。
（Ｃ） Captopril。
（Ｄ） Dilitazem。"	109	text	109_102	200	application/json		"{
""answerletter"": ""D"",
""reasoning"": ""Dilitazem is a calcium channel blocker and it is not typically used to reduce the occurrence of major adverse cardiac events following an acute myocardial infarction. Aspirin and Clopidogrel (option A) are antiplatelet agents, Bisoprolol (option B) is a beta-blocker, and Captopril (option C) is an ACE inhibitor. All of these are commonly used in the management of acute myocardial infarction to reduce the risk of further cardiac events."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Negative"",
""confidence_polarity_likert"": 5,
""vignette"": ""Without Vignette"",
""confidence_vignette_likert"": 5
}"	D	"Dilitazem is a calcium channel blocker and it is not typically used to reduce the occurrence of major adverse cardiac events following an acute myocardial infarction. Aspirin and Clopidogrel (option A) are antiplatelet agents, Bisoprolol (option B) is a beta-blocker, and Captopril (option C) is an ACE inhibitor. All of these are commonly used in the management of acute myocardial infarction to reduce the risk of further cardiac events."	5	Higher	5	Negative	5	Without Vignette	5	1														1	1	0	0	9	1	5	0	0	0	0	0	0	0	0
D	103	"70 歲男性因外傷性氣血胸，骨盆腔骨折合併骨盆腔出血從他院轉診，目前已經輸血 10 單位的紅血球濃厚液（packed RBC），針對該病人下列敘述何者較適當？
（Ａ）根據大量輸血的定義來說，該病人尚未達到大量輸血。
（Ｂ）病人接下來輸血最好可以加上血小板及血漿輸注，實證顯示三者比例須為 1：1：1。
（Ｃ）須注意病人是否有低體溫、凝血異常、以及輸血導致肺水腫產生，此三事件稱為外傷致命三角。
（Ｄ）持續輸血，需要注意因檸檬酸與血中鈣離子結合而產生低血鈣。"	109	text	109_103	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""The patient has received a significant amount of blood transfusion and is at risk of coagulopathy due to dilution of clotting factors and platelets. The 1:1:1 ratio of packed red blood cells, plasma, and platelets has been shown to improve outcomes in trauma patients requiring massive transfusion. This approach is based on the concept of balanced resuscitation which aims to mimic the composition of whole blood and maintain hemostasis."", 
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	B	"The patient has received a significant amount of blood transfusion and is at risk of coagulopathy due to dilution of clotting factors and platelets. The 1:1:1 ratio of packed red blood cells, plasma, and platelets has been shown to improve outcomes in trauma patients requiring massive transfusion. This approach is based on the concept of balanced resuscitation which aims to mimic the composition of whole blood and maintain hemostasis."	5	Higher	5	Positive	5	With Vignette	5	0														1	0	1	0	9	0	5	0	0	0	0	0	0	0	0
D	104	"54 歲健康女性，過去 14 天曾有國外旅遊史，3 天前開始發燒、肌肉痠  痛、咳嗽合併味覺與嗅覺異常。因持續高燒，全身倦怠與喘到急診，胸部 X 光顯示雙側下葉斑塊狀間質浸潤（patchy interstitial infiltrates），下列敘述何者較適當？
（Ａ）可能是COVID-19（2019 novel coronavirus disease），病原是 alpha
屬的冠狀病毒。
（Ｂ）符合疾管署第五類法定傳染病嚴重特殊性傳染性肺炎通報條件，需要採送咽喉擦拭液與痰液與血清。
（Ｃ）此病人若為確診個案，同住無症狀的先生需要自主健康管理。
（Ｄ）COVID-19  是以核酸檢測PCR 陽性為診斷依據，病毒培養不容易。"	109	text	109_104	200	application/json		"{
""answerletter"": ""B"",
""reasoning"": ""The patient's symptoms and travel history suggest a possible case of COVID-19. According to Taiwan's CDC, the patient meets the criteria for a severe special infectious pneumonia of the fifth category, which requires the collection of throat swabs, sputum, and serum for testing. The other options are not entirely correct. While COVID-19 is caused by a coronavirus, it is not from the alpha genus (Option A). If the patient is confirmed to have COVID-19, her asymptomatic husband would need to self-monitor his health (Option C), but this is not the most appropriate statement in this context. While COVID-19 is diagnosed based on a positive PCR test and virus culture is difficult (Option D), this is also not the most appropriate statement in this context."",
""confidence_answer_likert"": 5,
""classification"": ""Higher"",
""confidence_classification_likert"": 5,
""polarity"": ""Positive"",
""confidence_polarity_likert"": 5,
""vignette"": ""With Vignette"",
""confidence_vignette_likert"": 5
}"	B	"The patient's symptoms and travel history suggest a possible case of COVID-19. According to Taiwan's CDC, the patient meets the criteria for a severe special infectious pneumonia of the fifth category, which requires the collection of throat swabs, sputum, and serum for testing. The other options are not entirely correct. While COVID-19 is caused by a coronavirus, it is not from the alpha genus (Option A). If the patient is confirmed to have COVID-19, her asymptomatic husband would need to self-monitor his health (Option C), but this is not the most appropriate statement in this context. While COVID-19 is diagnosed based on a positive PCR test and virus culture is difficult (Option D), this is also not the most appropriate statement in this context."	5	Higher	5	Positive	5	With Vignette	5	0														1	0	1	0	9	0	5	0	0	0	0	0	0	0	0
